"day","OKU","HOS","HOSin","ICU","ICUin","DSM","VACC","VACC.rate"
1,NA,1,0,0,0,0,0,0
2,NA,1,0,0,0,0,0,0
3,NA,1,0,0,0,0,0,0
4,NA,1,0,0,0,0.02,0,0
5,NA,2,0,0,0,0.02,0,0
6,NA,2,0,0,0,0.03,0,0
7,3.74,2,1,0,0,0.05,0,0
8,5.13,3,1,0,0,0.06,0,0
9,6.73,3,1,0,0,0.07,0,0
10,8.53,4,1,1,0,0.1,0,0
11,10.69,5,1,1,0,0.12,0,0
12,13.36,6,1,1,0,0.13,0,0
13,16.67,7,2,1,0,0.17,0,0
14,20.77,8,2,1,0,0.2,0,0
15,25.87,9,2,1,0,0.24,0,0
16,29.84,10,2,1,0,0.3,0,0
17,31.76,12,2,2,0,0.36,0,0
18,33.6,13,2,2,0,0.44,0,0
19,35.28,14,2,2,0,0.5,0,0
20,36.53,15,2,2,0,0.59,0,0
21,37.09,16,3,2,0,0.66,0,0
22,36.74,17,3,3,0,0.76,0,0
23,37.52,19,3,3,0,0.84,0,0
24,40,20,3,3,0,0.94,0,0
25,42.31,21,3,3,0,1.02,0,0
26,44.47,23,3,3,0,1.11,0,0
27,46.62,24,3,4,0,1.21,0,0
28,48.81,25,3,4,0,1.3,0,0
29,51.03,26,3,4,0,1.41,0,0
30,53.31,27,3,4,0,1.51,0,0
31,55.82,27,3,4,0,1.62,0,0
32,53.12,28,3,4,0,1.72,0,0
33,50.02,28,3,5,0,1.82,0,0
34,46.49,28,2,5,0,1.92,0,0
35,42.46,28,2,5,0,2.01,0,0
36,37.89,28,2,5,0,2.08,0,0
37,32.73,28,2,5,0,2.14,0,0
38,27.12,27,2,5,0,2.19,0,0
39,26.25,27,2,5,0,2.22,0,0
40,25.26,26,2,5,0,2.23,0,0
41,24.16,26,2,4,0,2.24,0,0
42,23.04,25,2,4,0,2.12,0,0
43,21.91,25,2,4,0,2,0,0
44,20.82,24,1,4,0,1.89,0,0
45,19.76,24,1,4,0,1.76,0,0
46,18.74,23,1,4,0,1.64,0,0
47,17.76,22,1,4,0,1.55,0,0
48,16.84,22,1,4,0,1.46,0,0
49,15.96,21,1,4,0,1.36,0,0
50,15.12,20,1,4,0,1.27,0,0
51,14.33,20,1,4,0,1.19,0,0
52,13.57,19,1,3,0,1.14,0,0
53,12.86,18,1,3,0,1.05,0,0
54,12.18,18,1,3,0,0.99,0,0
55,11.54,17,1,3,0,0.93,0,0
56,10.93,16,1,3,0,0.86,0,0
57,10.36,16,1,3,0,0.82,0,0
58,9.81,15,1,3,0,0.77,0,0
59,9.3,14,1,3,0,0.73,0,0
60,8.81,14,1,3,0,0.67,0,0
61,8.34,13,1,3,0,0.63,0,0
62,7.9,13,1,2,0,0.61,0,0
63,7.49,12,0,2,0,0.56,0,0
64,7.09,12,0,2,0,0.52,0,0
65,6.72,11,0,2,0,0.49,0,0
66,6.23,11,0,2,0,0.47,0,0
67,5.53,10,0,2,0,0.43,0,0
68,4.85,9,0,2,0,0.41,0,0
69,4.21,9,0,2,0,0.38,0,0
70,3.58,8,0,2,0,0.36,0,0
71,2.98,8,0,2,0,0.34,0,0
72,2.4,8,0,2,0,0.33,0,0
73,1.99,7,0,1,0,0.29,0,0
74,1.81,7,0,1,0,0.28,0,0
75,1.65,6,0,1,0,0.26,0,0
76,1.49,6,0,1,0,0.25,0,0
77,1.35,6,0,1,0,0.23,0,0
78,1.22,5,0,1,0,0.22,0,0
79,1.1,5,0,1,0,0.19,0,0
80,0.98,5,0,1,0,0.21,0,0
81,0.89,4,0,1,0,0.17,0,0
82,0.8,4,0,1,0,0.16,0,0
83,0.72,4,0,1,0,0.15,0,0
84,0.64,3,0,1,0,0.15,0,0
85,0.58,3,0,1,0,0.14,0,0
86,0.52,3,0,1,0,0.12,0,0
87,0.47,3,0,1,0,0.12,0,0
88,0.42,3,0,1,0,0.11,0,0
89,0.38,2,0,1,0,0.11,0,0
90,0.34,2,0,1,0,0.09,0,0
91,0.3,2,0,1,0,0.09,0,0
92,0.27,2,0,0,0,0.08,0,0
93,0.24,2,0,0,0,0.08,0,0
94,0.22,2,0,0,0,0.07,0,0
95,0.2,2,0,0,0,0.07,0,0
96,0.18,1,0,0,0,0.06,0,0
97,0.16,1,0,0,0,0.08,0,0
98,0.14,1,0,0,0,0.05,0,0
99,0.13,1,0,0,0,0.06,0,0
100,0.11,1,0,0,0,0.04,0,0
101,0.13,1,0,0,0,0.04,0,0
102,0.19,1,0,0,0,0.05,0,0
103,0.26,1,0,0,0,0.05,0,0
104,0.34,1,0,0,0,0.03,0,0
105,0.44,1,0,0,0,0.04,0,0
106,0.54,1,0,0,0,0.03,0,0
107,0.67,1,0,0,0,0.04,0,0
108,0.8,1,0,0,0,0.01,0,0
109,0.91,1,0,0,0,0.03,0,0
110,1.04,1,0,0,0,0.03,0,0
111,1.19,1,0,0,0,0.04,0,0
112,1.38,1,0,0,0,0.02,0,0
113,1.6,1,0,0,0,0.03,0,0
114,1.85,1,0,0,0,0.02,0,0
115,2.14,1,0,0,0,0.02,0,0
116,2.47,1,0,0,0,0.03,0,0
117,2.86,2,0,0,0,0.02,0,0
118,3.32,2,0,0,0,0.03,0,0
119,3.84,2,0,0,0,0.02,0,0
120,4.45,2,0,0,0,0.03,0,0
121,5.15,2,0,0,0,0.03,0,0
122,5.96,3,1,0,0,0.03,0,0
123,6.9,3,1,0,0,0.05,0,0
124,7.99,4,1,1,0,0.03,0,0
125,9.24,4,1,1,0,0.04,0,0
126,10.7,5,1,1,0,0.05,0,0
127,12.39,6,1,1,0,0.05,0,0
128,14.34,6,1,1,0,0.06,0,0
129,16.6,7,1,1,0,0.08,0,0
130,19.22,7,1,1,0,0.08,0,0
131,21.08,8,1,1,0,0.07,0,0
132,21.17,8,1,1,0,0.11,0,0
133,21.06,9,1,1,0,0.13,0,0
134,20.67,9,1,1,0,0.12,0,0
135,19.91,9,1,1,0,0.15,0,0
136,18.68,10,1,2,0,0.15,0,0
137,16.91,10,1,2,0,0.16,0,0
138,15.66,10,1,2,0,0.17,0,0
139,15.92,10,1,2,0,0.21,0,0
140,16.05,11,1,2,0,0.18,0,0
141,16.11,11,1,2,0,0.21,0,0
142,16.11,11,1,2,0,0.22,0,0
143,16.09,11,1,2,0,0.2,0,0
144,16.05,11,1,2,0,0.24,0,0
145,16.01,11,1,2,0,0.24,0,0
146,15.95,12,1,2,0,0.23,0,0
147,15.9,12,1,2,0,0.25,0,0
148,15.84,12,1,2,0,0.25,0,0
149,15.78,12,1,2,0,0.26,0,0
150,15.72,12,1,2,0,0.26,0,0
151,15.66,12,1,2,0,0.25,0,0
152,15.6,12,1,2,0,0.27,0,0
153,15.54,12,1,2,0,0.27,0,0
154,15.49,12,1,2,0,0.27,0,0
155,15.43,12,1,2,0,0.28,0,0
156,15.37,12,1,2,0,0.28,0,0
157,15.31,12,1,2,0,0.27,0,0
158,15.25,12,1,2,0,0.28,0,0
159,15.19,12,1,2,0,0.29,0,0
160,15.13,12,1,2,0,0.27,0,0
161,15.11,12,1,2,0,0.29,0,0
162,15.12,12,1,2,0,0.29,0,0
163,15.13,12,1,2,0,0.29,0,0
164,15.15,12,1,2,0,0.27,0,0
165,15.18,12,1,2,0,0.29,0,0
166,15.22,12,1,2,0,0.3,0,0
167,15.26,12,1,2,0,0.29,0,0
168,15.28,12,1,2,0,0.28,0,0
169,15.27,12,1,2,0,0.29,0,0
170,15.26,12,1,2,0,0.29,0,0
171,15.25,12,1,2,0,0.31,0,0
172,15.25,12,1,2,0,0.28,0,0
173,15.25,12,1,2,0,0.28,0,0
174,15.25,12,1,2,0,0.3,0,0
175,15.24,12,1,2,0,0.3,0,0
176,15.24,12,1,2,0,0.29,0,0
177,15.24,12,1,2,0,0.29,0,0
178,15.24,12,1,2,0,0.29,0,0
179,15.24,12,1,2,0,0.3,0,0
180,15.24,12,1,2,0,0.3,0,0
181,15.23,13,1,2,0,0.29,0,0
182,15.23,13,1,2,0,0.3,0,0
183,15.23,13,1,2,0,0.28,0,0
184,16.17,13,1,2,0,0.3,0,0
185,17.58,14,2,2,0,0.29,0,0
186,19.25,14,2,2,0,0.3,0,0
187,21.18,15,2,2,0,0.3,0,0
188,23.39,15,2,3,0,0.31,0,0
189,25.9,16,2,3,0,0.31,0,0
190,28.75,17,2,3,0,0.31,0,0
191,31.03,18,2,3,0,0.32,0,0
192,33.25,19,3,3,0,0.33,0,0
193,35.62,20,3,3,0,0.35,0,0
194,38.2,21,3,3,0,0.34,0,0
195,41.01,23,3,4,0,0.37,0,0
196,44.05,24,3,4,0,0.38,0,0
197,47.33,26,4,4,0,0.42,0,0
198,50.86,27,4,4,1,0.42,0,0
199,54.66,29,4,4,1,0.45,0,0
200,58.75,31,5,5,1,0.48,0,0
201,63.15,33,5,5,1,0.5,0,0
202,67.88,36,5,5,1,0.52,0,0
203,72.96,38,6,6,1,0.58,0,0
204,78.42,41,6,6,1,0.59,0,0
205,84.28,44,7,7,1,0.65,0,0
206,90.59,47,7,7,1,0.69,0,0
207,97.36,51,8,8,1,0.72,0,0
208,104.63,55,8,8,1,0.78,0,0
209,113.2,59,9,9,1,0.84,0,0
210,123.29,64,10,10,1,0.89,0,0
211,134.56,70,11,10,1,0.95,0,0
212,146.9,75,12,11,2,1.04,0,0
213,160.43,82,13,12,2,1.1,0,0
214,175.34,89,14,13,2,1.19,0,0
215,191.81,96,15,14,2,1.28,0,0
216,209.22,104,17,16,2,1.42,0,0
217,227.57,113,18,17,2,1.65,0,0
218,247.4,123,20,18,3,1.96,0,0
219,269.07,134,21,20,3,2.31,0,0
220,292.74,145,23,22,3,2.65,0,0
221,318.49,158,25,23,3,3.02,0,0
222,346.49,172,27,25,4,3.41,0,0
223,376.9,187,30,28,4,3.84,0,0
224,409.94,203,33,30,4,4.26,0,0
225,445.83,221,35,33,5,4.73,0,0
226,484.8,240,38,35,5,5.23,0,0
227,527.1,261,42,39,6,5.8,0,0
228,572.98,284,45,42,6,6.36,0,0
229,622.76,308,49,46,7,7,0,0
230,676.74,335,54,50,7,7.68,0,0
231,735.27,364,58,54,8,8.41,0,0
232,798.68,395,63,58,9,9.21,0,0
233,867.36,429,68,64,9,10.07,0,0
234,941.72,466,74,69,10,10.99,0,0
235,1022.18,506,80,75,11,12,0,0
236,1109.19,549,87,81,12,13.09,0,0
237,1203.23,592,91,88,13,14.27,0,0
238,1304.77,635,94,95,14,15.55,0,0
239,1414.36,676,95,102,14,16.92,0,0
240,1532.52,714,96,109,14,18.41,0,0
241,1659.92,750,97,115,14,20.03,0,0
242,1679.63,784,97,121,14,21.77,0,0
243,1674.47,815,98,127,15,23.64,0,0
244,1657.86,843,98,132,15,25.42,0,0
245,1626.25,870,98,137,15,27.19,0,0
246,1577.01,894,98,142,15,28.91,0,0
247,1507.66,916,98,146,15,30.52,0,0
248,1416.2,937,98,150,15,32.03,0,0
249,1418.19,955,98,154,15,33.46,0,0
250,1429.4,973,97,157,15,34.79,0,0
251,1435.08,988,97,160,15,36.03,0,0
252,1437.36,1002,97,163,15,37.22,0,0
253,1437.44,1015,97,166,14,38.27,0,0
254,1436.25,1027,97,169,14,39.3,0,0
255,1434.1,1038,97,171,14,40.22,0,0
256,1431.23,1047,96,173,14,41.09,0,0
257,1427.87,1056,96,175,14,41.88,0,0
258,1424.08,1063,96,177,14,42.62,0,0
259,1419.94,1070,96,178,14,43.31,0,0
260,1415.47,1076,95,180,14,43.94,0,0
261,1410.69,1081,95,181,14,44.52,0,0
262,1405.62,1086,95,182,14,45.05,0,0
263,1400.27,1090,95,184,14,45.54,0,0
264,1394.76,1093,94,185,14,45.97,0,0
265,1391.2,1096,94,185,14,46.38,0,0
266,1388.44,1098,94,186,14,46.73,0,0
267,1385.16,1100,94,187,14,47.07,0,0
268,1382,1102,93,187,14,47.36,0,0
269,1378.96,1103,93,188,14,47.63,0,0
270,1375.93,1104,93,188,14,47.87,0,0
271,1372.83,1104,92,189,14,48.1,0,0
272,1367.61,1104,92,189,14,48.28,0,0
273,1361.4,1104,92,189,14,48.45,0,0
274,1355.55,1103,91,189,14,48.6,0,0
275,1349.4,1102,91,190,14,48.73,0,0
276,1342.99,1102,91,190,14,48.76,0,0
277,1336.42,1102,92,190,14,48.21,0,0
278,1329.65,1102,92,190,14,47.06,0,0
279,1322.65,1102,92,190,14,45.78,0,0
280,1331.03,1103,93,190,14,44.66,0,0
281,1339.92,1104,93,190,14,43.59,0,0
282,1349.71,1105,93,191,14,42.57,0,0
283,1360.73,1107,94,191,14,41.66,0,0
284,1373.15,1109,94,191,14,40.78,0,0
285,1387.03,1111,94,192,14,40.01,0,0
286,1402.43,1112,95,192,14,39.26,0,0
287,1403.75,1114,95,192,14,38.61,0,0
288,1405.89,1116,94,193,14,37.99,0,0
289,1408.42,1117,94,193,14,37.4,0,0
290,1411.03,1118,94,193,14,36.89,0,0
291,1413.53,1118,93,194,14,36.39,0,0
292,1406.02,1118,93,194,14,35.87,0,0
293,1397.12,1117,93,194,14,35.58,0,0
294,1387.26,1116,92,194,14,35.18,0,0
295,1376.19,1115,92,194,14,34.85,0,0
296,1363.77,1114,91,194,14,34.5,0,0
297,1349.95,1112,92,193,14,34.17,0,0
298,1334.73,1112,92,193,14,33.87,0,0
299,1327.91,1112,93,193,14,33.57,0,0
300,1320.81,1113,94,193,14,33.27,0,0
301,1313.09,1115,95,193,14,32.99,0,0
302,1334.56,1118,96,194,14,32.24,0,0
303,1358.08,1122,97,194,14,31.24,0,0
304,1383.6,1127,98,195,15,30.26,0,0
305,1411.86,1132,100,196,15,29.33,0,0
306,1443.22,1139,101,197,15,28.48,0,0
307,1477.88,1145,102,197,15,27.71,0.03,0
308,1515.85,1152,103,199,15,26.99,0.72,0
309,1527.62,1159,103,200,15,26.34,1,0
310,1540.47,1166,104,201,15,25.78,1.03,0
311,1554.55,1172,104,202,15,25.23,1.72,0
312,1569.16,1178,104,203,15,24.75,2.03,0
313,1583.77,1183,103,204,15,24.31,2.75,0
314,1577.12,1187,103,205,15,23.93,2.8,0
315,1568,1182,94,205,15,23.57,2.8,0
316,1556.81,1176,92,204,14,23.25,2.8,0
317,1543.05,1171,92,203,13,22.94,3,0
318,1526.49,1165,92,202,13,22.67,4.58,0
319,1506.96,1159,91,201,13,22.41,18.82,1e-05
320,1484.55,1153,90,200,13,22.15,165.83,8e-05
321,1480.08,1146,89,199,13,21.86,182.23,9e-05
322,1474.8,1138,88,197,13,21.57,185.43,9e-05
323,1468.47,1130,86,196,13,21.37,342.39,0.00016
324,1444.93,1121,85,194,12,21.13,1981.98,0.00094
325,1419.67,1111,83,193,12,20.86,5766.41,0.00273
326,1392.94,1101,82,191,12,20.66,9241.07,0.00438
327,1364.14,1090,81,189,12,20.4,10232.67,0.00485
328,1334.04,1079,79,187,12,20.19,10715.49,0.00508
329,1302.22,1068,78,186,11,19.94,10843.3,0.00514
330,1268.24,1055,76,184,11,19.7,10852.75,0.00515
331,1249.12,1042,74,182,11,19.47,12598.79,0.00597
332,1229.05,1029,73,179,11,19.23,17437.62,0.00827
333,1207.78,1015,71,177,10,18.96,23209.81,0.01101
334,1177.48,1000,69,175,10,18.74,27245.47,0.01292
335,1146.51,985,68,172,10,18.51,27351.72,0.01297
336,1123.52,970,66,170,10,18.23,27358.38,0.01297
337,1100.27,955,65,167,10,17.98,27395.94,0.01299
338,1076.92,939,63,165,9,17.71,28489.28,0.01351
339,1053.56,923,62,162,9,17.44,33142.07,0.01571
340,1030.57,907,60,160,9,17.17,39963.86,0.01895
341,1016.76,891,59,157,9,16.9,45270.53,0.02147
342,1003.27,875,57,154,8,16.64,45841.04,0.02174
343,981.97,858,56,151,8,16.35,45841.25,0.02174
344,961.42,842,55,149,8,16.07,45850.01,0.02174
345,941.09,826,53,146,8,15.79,45883.74,0.02176
346,921.41,810,52,143,8,15.49,46621.87,0.02211
347,902.38,795,52,141,7,15.2,48484.26,0.02299
348,883.65,781,51,138,7,14.91,50284.31,0.02384
349,865.3,766,50,135,7,14.64,50477.94,0.02393
350,847.28,753,50,133,7,14.35,50493.98,0.02394
351,840.15,740,49,131,7,14.07,50506.79,0.02395
352,834.39,727,49,128,7,13.62,50584.17,0.02399
