"","date","cep1.1st","cep1.2nd","cep2.1st","cep2.2nd","cep3.1st","cep3.2nd","cep4.1st","cep4.2nd","cep5.1st","cep5.2nd","cep1.3rd","cep2.3rd","cep3.3rd","cep4.3rd","cep5.3rd"
"1",2020-12-27,13,0,299,0,918,0,702,0,4267,0,0,0,0,0,0
"2",2020-12-28,23,0,530,0,1407,0,861,0,5064,0,0,0,0,0,0
"3",2020-12-29,35,0,803,0,1984,0,1045,0,5344,0,0,0,0,0,0
"4",2020-12-30,40,0,936,0,2181,0,1078,0,5398,0,0,0,0,0,0
"5",2020-12-31,58,0,1552,0,3179,0,1193,0,5509,0,0,0,0,0,0
"6",2021-01-01,63,0,1616,0,3247,0,1193,0,5523,0,0,0,0,0,0
"7",2021-01-02,86,0,1787,0,3449,0,1200,0,5524,0,0,0,0,0,0
"8",2021-01-03,88,0,2046,0,3679,1,1222,0,5567,0,0,0,0,0,0
"9",2021-01-04,103,0,2391,0,4204,1,1298,0,5697,0,0,0,0,0,0
"10",2021-01-05,142,0,3233,0,5539,1,1459,0,5866,0,0,0,0,0,0
"11",2021-01-06,228,0,5265,0,8289,1,1782,0,6067,1,0,0,0,0,0
"12",2021-01-07,358,0,7256,0,10959,1,2147,0,6388,1,0,0,0,0,0
"13",2021-01-08,428,0,8360,0,12291,1,2464,0,6830,2,0,0,0,0,0
"14",2021-01-09,430,0,8426,0,12434,1,2485,0,6852,2,0,0,0,0,0
"15",2021-01-10,430,0,8426,0,12435,1,2485,0,6852,2,0,0,0,0,0
"16",2021-01-11,447,0,8616,0,12633,1,2513,0,6903,2,0,0,0,0,0
"17",2021-01-12,482,0,8904,0,13069,1,2631,0,7909,2,0,0,0,0,0
"18",2021-01-13,539,0,9503,0,13924,1,2836,0,10930,4,0,0,0,0,0
"19",2021-01-14,611,0,10173,0,14815,1,3069,1,15811,4,0,0,0,0,0
"20",2021-01-15,659,2,10645,51,15441,77,3328,13,19149,11,0,0,0,0,0
"21",2021-01-16,660,2,10645,51,15441,77,3328,13,19473,11,0,0,0,0,0
"22",2021-01-17,660,2,10645,51,15441,77,3330,14,19474,11,0,0,0,0,0
"23",2021-01-18,660,4,10666,145,15459,142,3330,19,19478,11,0,0,0,0,0
"24",2021-01-19,677,10,10798,259,15667,443,3365,156,19630,1100,0,0,0,0,0
"25",2021-01-20,693,27,11038,617,16013,1304,3423,568,20161,3260,0,0,0,0,0
"26",2021-01-21,714,50,11292,1248,16341,2589,3470,960,20799,4420,0,0,0,0,0
"27",2021-01-22,724,59,11487,1477,16614,3006,3496,1049,21483,4672,0,0,0,0,0
"28",2021-01-23,728,72,11512,1693,16637,3258,3496,1057,21662,4673,0,0,0,0,0
"29",2021-01-24,729,72,11513,1695,16641,3262,3499,1078,21670,4781,0,0,0,0,0
"30",2021-01-25,729,72,11513,1695,16642,3263,3499,1079,21672,4784,0,0,0,0,0
"31",2021-01-26,737,96,11539,2332,16655,4207,3504,1199,21701,4813,0,0,0,0,0
"32",2021-01-27,746,180,11648,4104,16768,6725,3514,1495,21725,5001,0,0,0,0,0
"33",2021-01-28,769,281,11797,6096,16921,9675,3546,1924,21891,5338,0,0,0,0,0
"34",2021-01-29,797,377,11958,7630,17064,11393,3575,2228,22078,5740,0,0,0,0,0
"35",2021-01-30,797,378,11958,7639,17069,11427,3576,2256,22083,5774,0,0,0,0,0
"36",2021-01-31,797,378,11958,7639,17069,11428,3576,2256,22084,5775,0,0,0,0,0
"37",2021-02-01,797,379,11963,7651,17075,11446,3579,2265,22093,5779,0,0,0,0,0
"38",2021-02-02,797,397,11970,7838,17080,11802,3580,2343,22099,6240,0,0,0,0,0
"39",2021-02-03,806,472,12013,8643,17133,12802,3587,2530,22172,8847,0,0,0,0,0
"40",2021-02-04,810,547,12072,9358,17164,13775,3593,2767,22682,13699,0,0,0,0,0
"41",2021-02-05,828,599,12161,9954,17272,14561,3608,3071,22815,17295,0,0,0,0,0
"42",2021-02-06,828,599,12162,9984,17273,14605,3609,3088,22840,17779,0,0,0,0,0
"43",2021-02-07,828,599,12162,9984,17273,14605,3609,3088,22840,17779,0,0,0,0,0
"44",2021-02-08,828,599,12162,9984,17273,14605,3609,3089,23239,17779,0,0,0,0,0
"45",2021-02-09,828,599,12202,9987,17312,14606,3617,3089,23240,17807,0,0,0,0,0
"46",2021-02-10,863,617,12407,10200,17519,14876,3649,3130,25255,17992,0,0,0,0,0
"47",2021-02-11,1133,659,12978,10609,18063,15436,3734,3204,30699,18778,0,0,0,0,0
"48",2021-02-12,1422,691,13721,10942,18903,15817,3860,3287,35631,19757,0,0,0,0,0
"49",2021-02-13,1423,694,13730,10971,18913,15839,3865,3287,36317,19894,0,0,0,0,0
"50",2021-02-14,1423,694,13730,10973,18914,15843,3865,3289,36333,19902,0,0,0,0,0
"51",2021-02-15,1423,695,13731,10976,18925,15845,3867,3289,36395,19904,0,0,0,0,0
"52",2021-02-16,1639,696,13873,10998,19156,15887,3895,3299,36833,19906,0,0,0,0,0
"53",2021-02-17,1869,704,14093,11138,19394,16052,3948,3320,41040,20204,0,0,0,0,0
"54",2021-02-18,1894,749,14394,11292,20020,16182,4169,3347,48199,20618,0,0,0,0,0
"55",2021-02-19,1941,764,14789,11498,20949,16428,4452,3371,52721,20735,0,0,0,0,0
"56",2021-02-20,1951,764,14911,11503,21133,16429,4516,3371,54866,20747,0,0,0,0,0
"57",2021-02-21,1951,764,14911,11504,21133,16429,4516,3371,54866,20747,0,0,0,0,0
"58",2021-02-22,1963,764,14992,11506,21405,16429,4585,3372,54907,20748,0,0,0,0,0
"59",2021-02-23,1968,764,15077,11509,21719,16433,4651,3374,55961,20751,0,0,0,0,0
"60",2021-02-24,1978,765,15174,11545,22225,16482,4855,3385,61965,20844,0,0,0,0,0
"61",2021-02-25,2048,772,15491,11600,23609,16542,5613,3402,70239,20896,0,0,0,0,0
"62",2021-02-26,2140,797,15904,11765,25366,16711,6330,3418,74525,21070,0,0,0,0,0
"63",2021-02-27,2143,799,15939,11767,25873,16713,6518,3418,74712,21075,0,0,0,0,0
"64",2021-02-28,2143,799,15939,11767,25873,16713,6518,3418,74712,21075,0,0,0,0,0
"65",2021-03-01,2147,799,15994,11767,26608,16713,6793,3418,74782,21075,0,0,0,0,0
"66",2021-03-02,2229,799,16167,11767,27632,16718,7107,3418,75369,21081,0,0,0,0,0
"67",2021-03-03,2285,809,16494,11853,29369,16802,7956,3429,78982,21793,0,0,0,0,0
"68",2021-03-04,2360,835,16895,12130,31260,17105,8572,3504,82735,25778,0,0,0,0,0
"69",2021-03-05,2408,875,17154,12430,32293,17413,9127,3549,85439,30865,0,0,0,0,0
"70",2021-03-06,2414,876,17249,12439,32819,17426,9261,3552,86042,31435,0,0,0,0,0
"71",2021-03-07,2414,876,17249,12439,32821,17426,9261,3552,86042,31435,0,0,0,0,0
"72",2021-03-08,2427,876,17394,12440,33645,17428,9525,3552,86207,31828,0,0,0,0,0
"73",2021-03-09,2441,879,17741,12490,35993,17490,10181,3563,86536,32202,0,0,0,0,0
"74",2021-03-10,2472,891,18383,12564,38856,17580,10856,3610,87118,36955,0,0,0,0,0
"75",2021-03-11,2560,895,19269,12611,42496,17639,11485,3673,88145,44716,0,0,0,0,0
"76",2021-03-12,2646,923,21068,12819,47812,17873,11993,3742,88920,49359,0,0,0,0,0
"77",2021-03-13,2716,926,22538,12844,51477,17913,12918,3769,89233,51525,0,0,0,0,0
"78",2021-03-14,2717,926,22538,12844,51477,17913,12918,3769,89233,51525,0,0,0,0,0
"79",2021-03-15,2726,926,22702,12845,52193,17913,13102,3769,89502,51817,0,0,0,0,0
"80",2021-03-16,2726,926,22704,12847,52205,17913,13114,3773,89755,52596,0,0,0,0,0
"81",2021-03-17,2727,929,22717,12865,52228,17939,13191,3945,90093,58091,0,0,0,0,0
"82",2021-03-18,2731,930,22727,12896,52260,17991,13359,4268,91558,66122,0,0,0,0,0
"83",2021-03-19,2738,976,22910,12965,52759,18113,13708,4461,93502,70223,0,0,0,0,0
"84",2021-03-20,2750,976,23416,12965,53718,18116,13892,4472,95907,70390,0,0,0,0,0
"85",2021-03-21,2750,976,23416,12965,53718,18117,13892,4472,95908,70390,0,0,0,0,0
"86",2021-03-22,2751,977,23479,12966,54060,18117,14040,4472,96483,70397,0,0,0,0,0
"87",2021-03-23,2785,977,23948,12970,55985,18118,14801,4500,97295,70680,0,0,0,0,0
"88",2021-03-24,2836,978,24403,12989,57625,18147,16455,4836,100872,72927,0,0,0,0,0
"89",2021-03-25,2888,982,24943,13018,59221,18187,20229,4982,106842,75271,0,0,0,0,0
"90",2021-03-26,3047,998,27071,13112,64401,18255,23602,5251,109797,77177,0,0,0,0,0
"91",2021-03-27,3153,998,28635,13124,67864,18272,24921,5267,110152,77629,0,0,0,0,0
"92",2021-03-28,3204,998,28959,13124,68481,18272,25084,5267,110255,77632,0,0,0,0,0
"93",2021-03-29,3210,998,29262,13124,69108,18275,25253,5269,110280,77634,0,0,0,0,0
"94",2021-03-30,3245,1000,30396,13126,71360,18283,28600,5298,111248,77917,0,0,0,0,0
"95",2021-03-31,3341,1004,31894,13150,73978,18326,35661,5390,113412,79085,0,0,0,0,0
"96",2021-04-01,3361,1005,32253,13167,75318,18363,47767,5503,116389,81608,0,0,0,0,0
"97",2021-04-02,3417,1007,32565,13188,76618,18382,54901,5569,117727,83625,0,0,0,0,0
"98",2021-04-03,3422,1007,32627,13188,77013,18385,57130,5583,118138,83637,0,0,0,0,0
"99",2021-04-04,3424,1007,32664,13188,77192,18385,58299,5583,118345,83639,0,0,0,0,0
"100",2021-04-05,3424,1007,32665,13188,77192,18385,58299,5583,118345,83639,0,0,0,0,0
"101",2021-04-06,3427,1007,32680,13190,79175,18389,58725,5626,118388,83959,0,0,0,0,0
"102",2021-04-07,3430,1007,32724,13190,82861,18389,60823,5627,118707,83979,0,0,0,0,0
"103",2021-04-08,3476,1013,32856,13204,85420,18437,71549,5722,120003,84474,0,0,0,0,0
"104",2021-04-09,3494,1021,32951,13246,86662,18522,87191,5924,121570,85838,0,0,0,0,0
"105",2021-04-10,3510,1021,33045,13248,88015,18532,94438,5932,121942,85949,0,0,0,0,0
"106",2021-04-11,3515,1021,33084,13249,88164,18532,95707,5939,122109,85954,0,0,0,0,0
"107",2021-04-12,3516,1021,33094,13249,88799,18532,96615,5992,122214,86107,0,0,0,0,0
"108",2021-04-13,3516,1025,33104,13278,90006,18587,98349,6131,122356,86665,0,0,0,0,0
"109",2021-04-14,3537,1029,33283,13292,91639,18616,103706,7255,123007,89357,0,0,0,0,0
"110",2021-04-15,3589,1033,33442,13333,92658,18706,111071,10594,123909,95948,0,0,0,0,0
"111",2021-04-16,3620,1039,33801,13384,94359,18835,116625,12382,124672,99715,0,0,0,0,0
"112",2021-04-17,3624,1041,33862,13391,95452,18867,117843,13145,124803,102564,0,0,0,0,0
"113",2021-04-18,3627,1041,33876,13391,95929,18868,118479,13146,124952,102569,0,0,0,0,0
"114",2021-04-19,3654,1045,34074,13395,97265,18905,119188,13177,125018,102867,0,0,0,0,0
"115",2021-04-20,3696,1047,34694,13406,101249,18944,119709,14351,125073,103115,0,0,0,0,0
"116",2021-04-21,3811,1061,35147,13511,104896,19315,122549,20540,125765,105589,0,0,0,0,0
"117",2021-04-22,3903,1112,35824,13565,108098,19519,126072,29682,126418,108060,0,0,0,0,0
"118",2021-04-23,7166,1139,36918,13612,112057,19712,128142,34757,126923,109544,0,0,0,0,0
"119",2021-04-24,7548,1139,37863,13616,113132,19722,128219,35122,126935,109628,0,0,0,0,0
"120",2021-04-25,7548,1139,37867,13616,113160,19723,128680,35125,127100,109644,0,0,0,0,0
"121",2021-04-26,7570,1141,37954,13617,113421,19726,128688,35126,127101,109645,0,0,0,0,0
"122",2021-04-27,7628,1141,38156,13619,113618,19731,128692,35126,127101,109646,0,0,0,0,0
"123",2021-04-28,7668,1143,38401,13629,115168,19813,129798,39098,127355,110394,0,0,0,0,0
"124",2021-04-29,7705,1251,38604,13775,118058,20212,131999,49960,128048,112261,0,0,0,0,0
"125",2021-04-30,7821,1397,39105,13938,120827,20743,134446,62676,128571,113590,0,0,0,0,0
"126",2021-05-01,7823,1414,39125,14030,121335,21306,134745,68102,128615,113858,0,0,0,0,0
"127",2021-05-02,7835,1415,39171,14069,122279,21492,134981,69515,128669,114380,0,0,0,0,0
"128",2021-05-03,7842,1417,39254,14097,125933,21594,135972,72028,129040,114681,0,0,0,0,0
"129",2021-05-04,7917,1430,40097,14225,131231,21864,136724,74163,129256,114948,0,0,0,0,0
"130",2021-05-05,7966,1575,40819,14481,138876,22404,138029,80393,129723,115751,0,0,0,0,0
"131",2021-05-06,8004,1766,41586,14839,150613,23425,140360,89899,130549,116972,0,0,0,0,0
"132",2021-05-07,8142,1843,43519,15801,159845,25004,142007,95243,131196,117637,0,0,0,0,0
"133",2021-05-08,8205,1859,44288,16130,163839,25789,142543,98869,131371,118173,0,0,0,0,0
"134",2021-05-09,8278,1859,44741,16137,164789,25816,142706,98967,131387,118178,0,0,0,0,0
"135",2021-05-10,8388,2032,45812,16582,165894,26385,142744,99094,131395,118247,0,0,0,0,0
"136",2021-05-11,8534,2212,48614,16936,169923,27136,143725,99782,131717,118417,0,0,0,0,0
"137",2021-05-12,8892,2259,51587,17808,180512,29346,145641,102083,132501,118859,0,0,0,0,0
"138",2021-05-13,9327,2376,55711,19044,192659,32094,147513,106779,133466,119842,0,0,0,0,0
"139",2021-05-14,9848,2675,61531,20741,201665,35651,148941,109421,134143,120371,0,0,0,0,0
"140",2021-05-15,10334,2931,64842,22591,204429,37664,149241,109611,134221,120408,0,0,0,0,0
"141",2021-05-16,10337,2934,64896,22625,204548,38957,149245,110996,134224,120649,0,0,0,0,0
"142",2021-05-17,10479,3131,67387,23521,205417,42357,149268,111595,134259,120686,0,0,0,0,0
"143",2021-05-18,11636,3283,71293,24244,209604,43922,150076,112495,134569,120991,0,0,0,0,0
"144",2021-05-19,12474,3453,76942,25332,216697,48117,151625,114669,135385,121426,0,0,0,0,0
"145",2021-05-20,14229,3569,87789,26140,225810,51414,152906,116918,136028,122057,0,0,0,0,0
"146",2021-05-21,15337,3856,93868,28397,231792,58220,154199,119763,136667,122714,0,0,0,0,0
"147",2021-05-22,15693,3935,95385,29607,233108,62802,154431,121262,136731,122909,0,0,0,0,0
"148",2021-05-23,15739,3935,95775,29615,233660,63636,154567,122102,136823,123085,0,0,0,0,0
"149",2021-05-24,15897,4070,96274,30475,234080,67078,154645,122935,136877,123167,0,0,0,0,0
"150",2021-05-25,16119,4221,97526,31368,235265,71127,155220,124329,137387,123713,0,0,0,0,0
"151",2021-05-26,16524,4406,99488,32354,238572,82637,156217,126253,137996,124276,0,0,0,0,0
"152",2021-05-27,17232,4610,102691,33840,242350,97858,157247,129111,138564,125082,0,0,0,0,0
"153",2021-05-28,17705,4826,105009,35873,246593,107088,158310,131303,139030,125633,0,0,0,0,0
"154",2021-05-29,17788,4913,105472,36576,249148,111939,158990,132392,139124,125805,0,0,0,0,0
"155",2021-05-30,17788,4913,105473,36576,249148,111941,158990,132392,139124,125805,0,0,0,0,0
"156",2021-05-31,18019,5036,106621,37377,250394,114558,159303,132880,139187,125865,0,0,0,0,0
"157",2021-06-01,18405,5350,108241,38942,252541,122648,159665,134516,139425,126143,0,0,0,0,0
"158",2021-06-02,20147,5630,114655,41167,258701,132262,160698,136445,140002,126674,0,0,0,0,0
"159",2021-06-03,22237,6222,122644,44584,265074,145268,161844,138635,140744,127458,0,0,0,0,0
"160",2021-06-04,23369,7087,127518,49766,269425,157820,162313,140524,141090,128020,0,0,0,0,0
"161",2021-06-05,24228,7366,130663,51399,271610,162015,162633,141161,141229,128194,0,0,0,0,0
"162",2021-06-06,24884,7663,132977,52582,272557,163020,162746,141371,141265,128231,0,0,0,0,0
"163",2021-06-07,25248,7792,134083,53430,273747,166080,163007,141748,141437,128262,0,0,0,0,0
"164",2021-06-08,26134,8330,137281,56312,276476,169638,163466,142393,141678,128475,0,0,0,0,0
"165",2021-06-09,27544,9126,141993,61175,279350,176321,163928,143682,142024,128959,0,0,0,0,0
"166",2021-06-10,30314,10156,149618,67611,283981,184870,164693,144999,142461,129411,0,0,0,0,0
"167",2021-06-11,31450,11090,152873,73085,286656,193935,165105,146539,142809,129835,0,0,0,0,0
"168",2021-06-12,32297,11404,154996,75476,288055,197336,165319,147037,142918,129928,0,0,0,0,0
"169",2021-06-13,32704,11447,156441,75692,288796,197676,165343,147136,142929,129939,0,0,0,0,0
"170",2021-06-14,33319,11828,157864,76475,289461,200128,165500,147437,143010,129961,0,0,0,0,0
"171",2021-06-15,34592,12199,160562,78282,290775,202327,165782,147893,143142,130097,0,0,0,0,0
"172",2021-06-16,36037,12915,163546,82010,292849,207095,166308,148979,143407,130461,0,0,0,0,0
"173",2021-06-17,37914,14178,166162,87482,295094,212912,166876,150180,143854,130953,0,0,0,0,0
"174",2021-06-18,38785,14924,167884,91177,296713,217286,167323,150973,144122,131342,0,0,0,0,0
